team,TotalZscore
Arizona St. Sun Devils,0.9361520389188283
Arizona St. Sun Devils,0.4376368999135356
Ark.-Pine Bluff Lady Lions,-5.742043292173202
Ark.-Pine Bluff Lady Lions,-4.551934008951946
Ark.-Pine Bluff Lady Lions,-4.793161275767481
Ark.-Pine Bluff Lady Lions,-2.9818299090787184
Ark.-Pine Bluff Lady Lions,-0.7334363226476738
Ark.-Pine Bluff Lady Lions,-2.337656647520337
Ark.-Pine Bluff Lady Lions,-1.2386205217123398
Ark.-Pine Bluff Lady Lions,-3.9970418038644953
Ark.-Pine Bluff Lady Lions,-5.122777102913453
Ark.-Pine Bluff Lady Lions,-4.663456282636977
Ark.-Pine Bluff Lady Lions,0.44104239524063105
Ark.-Pine Bluff Lady Lions,-4.518957902832547
Ark.-Pine Bluff Lady Lions,-3.565485412902923
Ark.-Pine Bluff Lady Lions,-4.209607915707782
Arkansas Razorbacks,2.3348357375731092
Arkansas Razorbacks,1.826675032295421
Arkansas Razorbacks,1.078197807314684
Arkansas Razorbacks,1.197379540745757
Arkansas Razorbacks,0.17962444219286328
Arkansas Razorbacks,1.3128304969751494
Arkansas Razorbacks,1.2533119898866132
Arkansas Razorbacks,1.4972347888338535
Arkansas Razorbacks,2.5297906568378368
Arkansas Razorbacks,0.9974602752967767
Arkansas Razorbacks,0.8576628732377308
Arkansas Razorbacks,-0.03918665104646318
Arkansas Razorbacks,2.635494575842693
Arkansas Razorbacks,-0.3632745469998315
Arkansas St. Red Wolves,1.5554167315179388
Arkansas St. Red Wolves,1.735034799304852
Arkansas St. Red Wolves,1.5516497877118405
Arkansas St. Red Wolves,-1.6596776119869623
Arkansas St. Red Wolves,1.5236135429156616
Arkansas St. Red Wolves,1.5815290065180445
Arkansas St. Red Wolves,-1.3513146222430152
Arkansas St. Red Wolves,4.1438187733711676
Arkansas St. Red Wolves,-0.9091278664785464
Arkansas St. Red Wolves,0.9676610462286873
Arkansas St. Red Wolves,1.498374451276591
Arkansas St. Red Wolves,4.062284099461141
Arkansas St. Red Wolves,-1.7170456238763778
Arkansas St. Red Wolves,0.16681679494238288
Army West Point Black Knights,1.3431882337044654
Army West Point Black Knights,-1.607033889429611
Army West Point Black Knights,1.1843126372823825
Army West Point Black Knights,0.2832130837223652
Army West Point Black Knights,-1.9655175854302604
Army West Point Black Knights,0.0032358970545257326
Army West Point Black Knights,0.7989920186950676
Army West Point Black Knights,-3.0286662576193804
Army West Point Black Knights,1.6177588299819172
Army West Point Black Knights,2.2158833069955364
Army West Point Black Knights,-0.5310814302737905
Army West Point Black Knights,-0.7387303018304991
Army West Point Black Knights,-0.10772431984980763
Auburn Tigers,2.0181634734046447
Auburn Tigers,1.4478072688627863
Auburn Tigers,-1.043707307341379
Auburn Tigers,0.4414513750286875
Auburn Tigers,0.916026689036092
Auburn Tigers,0.3971267004557577
Auburn Tigers,2.3572287438942165
Auburn Tigers,0.8658967267756312
Auburn Tigers,0.41656964308341643
Auburn Tigers,2.8329075288584615
Auburn Tigers,-0.23413579722725741
Auburn Tigers,-2.065347040852271
Auburn Tigers,2.9224116484553755
Austin Peay Governors,-2.668861174948976
Austin Peay Governors,0.399568139155284
Austin Peay Governors,-0.2390952311763361
Austin Peay Governors,1.8931574817803867
Austin Peay Governors,2.0025411961886945
Austin Peay Governors,-0.19054374166631255
